Cycle1,Cycle2,Cycle3,Cycle4,Cycle5,Cycle6,Cycle7,Cycle8,Cycle9,Cycle10,Cycle11,Cycle12,Cycle13,Cycle14,Cycle15,Cycle16,Cycle17,Cycle18,Cycle19,Cycle20,Cycle21,Cycle22,Cycle23,Cycle24,Cycle25,Cycle26,Cycle27,Cycle28,Cycle29,Cycle30,Cycle31,Cycle32,Cycle33,Cycle34,Cycle35,Cycle36,Cycle37,Cycle38,Cycle39,Cycle40
NaN,15.87892231,10.14452852,17.58709479,13.35569728,21.62998373,28.72276183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.927876166,15.78007158,19.55903415,NaN,NaN,23.4642923,NaN,NaN,NaN,22.3018098,NaN,22.18008374,NaN
NaN,16.3994781,10.12248896,17.44320851,13.84119514,21.86853639,28.91295426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.243596801,15.85213068,20.20626139,NaN,NaN,24.11812588,NaN,NaN,NaN,22.66848554,NaN,NaN,NaN
NaN,17.51246307,9.753582901,17.76816373,14.45902568,21.64181385,29.01082166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.292204758,15.75707806,20.36699227,NaN,NaN,24.94038424,NaN,NaN,NaN,23.20837269,NaN,NaN,NaN
NaN,18.49565527,9.202943625,18.2530795,14.65380704,21.61732636,29.17500207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.423212536,16.2936731,20.34286267,NaN,NaN,26.04067276,NaN,NaN,NaN,24.12030674,NaN,NaN,NaN
NaN,NaN,9.260621548,17.83506573,14.35953319,22.51730936,29.93175488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.592261043,16.98933013,20.32677231,NaN,NaN,27.14458367,NaN,NaN,NaN,24.65171708,NaN,NaN,NaN
NaN,NaN,9.893521594,17.33558017,13.83950965,23.66021186,31.21918543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.676947865,17.59752958,20.84081589,NaN,NaN,27.75581838,NaN,NaN,NaN,25.09509743,NaN,NaN,NaN
NaN,NaN,10.43246199,17.58166191,13.66076998,23.94358899,32.42743279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.566024329,18.18195652,21.17382454,NaN,NaN,27.90670835,NaN,NaN,NaN,26.09554288,NaN,NaN,NaN
NaN,NaN,10.48848192,17.89890834,13.83893194,24.22286576,33.08798152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.69491316,18.78928694,21.2785706,NaN,NaN,28.39052364,NaN,NaN,NaN,27.47865256,NaN,NaN,NaN
NaN,NaN,10.82682576,18.29936989,14.22939565,24.6495335,33.05377239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.825712702,19.42034761,21.24088732,NaN,NaN,29.30091994,NaN,NaN,NaN,28.03497415,NaN,NaN,NaN
NaN,NaN,11.08815131,19.06760343,14.46827873,25.00548221,32.07330867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.589030915,19.75888182,21.48536565,NaN,NaN,30.7439479,NaN,NaN,NaN,27.98587141,NaN,NaN,NaN
NaN,NaN,11.2396826,21.06314715,14.62401034,25.58778994,32.41797436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.292194469,19.97701293,22.03683927,NaN,NaN,31.36543867,NaN,NaN,NaN,27.78042031,NaN,NaN,NaN
NaN,NaN,11.21177667,22.25595292,14.70556837,26.47686509,33.21192562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.243333563,20.55870559,22.71962764,NaN,NaN,31.60706023,NaN,NaN,NaN,28.07690091,NaN,NaN,NaN
NaN,NaN,11.41629614,22.68523778,14.80194207,27.47633123,34.35677455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.207206172,21.63494381,23.23773223,NaN,NaN,NaN,NaN,NaN,NaN,28.85708413,NaN,NaN,NaN
NaN,NaN,11.84625618,22.85583978,15.09235198,28.10712624,35.65440889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.315466711,22.27110944,23.21078634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,12.40135349,23.02534109,15.25373119,28.44772874,37.27179156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.491928522,21.98986535,23.01937683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,12.79728707,23.9508953,15.24740948,29.02586864,38.67105795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.531060224,21.51560928,23.15451282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.07795442,24.39180937,14.65088361,30.1195311,39.75986516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.328394268,21.47708994,23.9097918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.37087295,24.72047704,14.00395448,31.11028014,40.03636268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.154443052,21.80808725,24.29424918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.63696027,24.82826704,14.13605242,31.51385012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1714316,22.37655162,24.04328265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.7622874,24.73878588,14.00883642,31.63224136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.338097816,22.62270084,23.65404216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.79733711,24.53341011,14.32845924,31.62000947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.369735382,22.57731911,23.65360921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.84977391,24.27351132,14.78938761,33.33573073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.361486175,22.57690041,23.79734381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,24.02943672,15.57764104,35.99151516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.299977261,22.84640105,24.44461323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,23.81768407,16.10694964,37.47255703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.07690253,23.14575935,25.21250595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,23.57564558,16.39685458,38.37005338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.954256707,23.2940869,25.70941856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,23.29290922,16.68585614,38.70686448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.100020842,23.42303724,25.9454317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,23.94033979,16.90046653,39.01099065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.353543361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,25.21747819,16.92007238,38.7143017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.538674569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,27.73151998,16.83515976,38.86254673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.700012719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
