Kb,Ki,Kc,Ks,y_pred,y
3.06E-09,1472.607603,5.75E-08,7.02E-08,11.90213889,11.81502638
9.37E-09,1808.991633,5.94E-10,1.22E-08,12.11220776,12.41532424
5.67E-08,198.5988972,1.18E-07,1.26E-09,12.21740556,12.8232123
3.71E-08,1800.0835,3.94E-09,0,12.59925291,13.06129263
1.19E-08,2854.905112,1.79E-05,5.14E-09,12.75323187,12.99244101
1.06E-08,1001.962595,6.62E-05,0.005897132,12.64482802,12.74612824
1.16E-08,179.3621167,4.59E-05,0.008747828,12.68105242,12.3897706
1.39E-08,254.8693914,4.34E-05,0.007384419,12.68626287,12.33828248
2.73E-08,599.5578226,0.001328903,0.001862713,12.71098054,12.51801512
1.56E-08,589.2357538,0.002510646,0.002265628,12.72733812,12.45194175
7.17E-09,666.4781542,0.003207186,0.001830789,12.71205944,12.27357277
2.62E-08,1605.238806,1.07E-08,2.02E-08,13.03457482,12.70624645
9.98E-09,2191.707243,5.01E-09,1.55E-09,13.10484907,13.10993929
4.52E-09,2.226855204,0.007271122,0.00210911,12.93768349,12.90155998
2.74E-10,560.7688109,0.00482417,0.001530442,12.91871079,12.4074388
2.95E-08,1716.062036,2.69E-09,7.08E-09,13.42422443,12.78279011
1.82E-08,2201.07322,4.96E-10,1.49E-08,13.53277416,13.62630287
9.23E-09,128.5357393,8.01E-05,0.007411091,13.3034443,13.97848777
2.69E-08,0.902244598,1.22E-08,0.005823545,13.45526205,13.90660606
2.07E-08,992.2730862,0.002374332,7.44E-05,13.55229654,13.99191656
3.70E-08,1913.103881,9.40E-09,5.24E-09,14.21126658,13.66083033
3.66E-08,1326.225693,9.78E-09,4.18E-09,13.95545335,12.91698129
2.55E-08,1225.958318,1.29E-06,1.10E-08,13.68815761,12.64050899
1.54E-08,237.4731357,0.005043635,0.000788012,13.58429879,13.02634441
2.24E-09,274.5536929,0.007676199,0.000130365,13.62117523,13.35569728
2.23E-08,1136.081634,6.38E-09,6.89E-09,13.74752445,13.84119514
1.81E-08,1946.387985,5.58E-09,2.43E-09,14.22175751,14.45902568
1.47E-08,2494.038407,1.39E-08,1.09E-08,14.54043547,14.65380704
2.04E-08,2216.785314,5.53E-09,1.46E-08,14.63740645,14.35953319
1.05E-10,142.147032,0.004510586,0.004703321,14.16911118,13.83950965
4.25E-09,1107.318295,0.002133135,0.001610592,14.1447696,13.66076998
7.84E-09,252.9487859,0.006895438,0.000444031,14.20211573,13.83893194
4.13E-09,1052.066036,0.001092979,0.002818992,14.24925599,14.22939565
6.60E-11,911.2419331,0.002360941,0.002958103,14.34143104,14.46827873
2.98E-08,1659.481496,7.02E-09,1.06E-08,15.06921088,14.62401034
8.39E-09,396.0117116,0.002016464,0.004267417,14.55795884,14.70556837
1.56E-08,1028.505027,0.000257645,0.001958989,14.61588709,14.80194207
1.82E-08,339.519863,0.000784471,0.004179116,14.77553473,15.09235198
8.55E-10,451.7138174,0.007920996,2.63E-05,14.86019603,15.25373119
2.49E-09,319.0936518,8.06E-06,0.007242927,15.05506135,15.24740948
3.29E-08,1830.505839,6.75E-10,1.13E-08,15.91536071,14.65088361
1.82E-08,712.9474418,0.001200481,0.001961525,15.01210131,14.00395448
3.19E-08,1406.447669,1.33E-08,3.81E-09,15.6669898,14.13605242
8.27E-09,629.1424459,0.003386126,0.001445543,15.00154365,14.00883642
9.94E-09,1218.363993,3.94E-05,0.001580104,14.98538449,14.32845924
1.56E-08,1291.579311,5.08E-09,1.08E-07,15.0673769,14.78938761
9.25E-09,542.3115403,0.00376767,0.001164309,15.1790747,15.57764104
3.28E-08,1567.654697,9.15E-09,2.10E-09,16.28737136,16.10694964
5.05E-09,350.5015837,0.00437411,0.002599914,15.47795557,16.39685458
1.11E-08,140.7824409,0.003331291,0.003634916,15.67555638,16.68585614
3.42E-08,2382.756674,1.45E-08,2.95E-09,17.43015139,16.90046653
5.86E-09,161.2853371,3.20E-05,0.006964204,16.11736535,16.92007238
1.03E-08,82.26137406,1.07E-05,0.006727276,16.2760444,16.83515976
8.56E-09,2513.274667,2.88E-09,8.28E-09,16.57433378,16.87837968
4.62E-09,2635.662095,4.22E-10,4.85E-09,16.58685893,17.18564603
3.49E-08,2566.46666,5.47E-09,9.90E-10,18.31900598,17.55330849
2.95E-08,1915.198497,4.26E-09,1.22E-08,17.57058595,18.05812143
3.34E-08,1756.526052,5.72E-09,1.17E-08,17.82248052,18.40097341
1.39E-08,2521.898787,9.52E-09,3.08E-08,17.4785351,18.8924254
6.20E-09,126.754629,1.28E-08,0.007962154,17.80765564,19.16954242
9.02E-09,498.8325313,1.13E-08,0.007164981,17.99229171,19.94701606
3.72E-08,3349.776311,1.93E-09,4.53E-09,20.19215181,21.1077263
2.26E-09,81.66803446,4.62E-09,0.009137328,19.05839819,21.55601787
1.92E-09,2755.508988,0.002056402,1.07E-08,18.47568784,21.38407876
3.33E-08,1683.306724,1.00E-08,1.24E-08,19.03546735,20.97107398
6.63E-09,1365.063775,1.47E-08,0.007089355,19.49090005,20.77016126
3.54E-08,59.30912083,1.33E-08,0.005923046,20.0704369,20.73376084
1.37E-08,150.3336159,1.48E-08,0.00845746,20.56091066,20.65022268
1.46E-09,1412.982197,8.18E-09,0.007899533,20.24153481,20.69179816
5.52E-08,3.565090998,1.53E-10,0.002834599,20.72209659,20.92317543
1.82E-08,76.92715917,1.02E-08,0.008033894,21.19562756,21.17936196
1.92E-09,102.8723399,6.89E-09,0.009488267,21.59552613,21.68685616
0,0,0,2.951108176,NaN,15.22062566
9.86E-08,3053.494868,0.00036898,0.00095985,15.5001547,15.50010959
1.17E-07,3913.101399,2.86E-08,7.26E-09,15.83416532,15.77274095
7.77E-08,2534.556748,1.44E-08,2.31E-07,15.89061143,15.73967325
9.60E-08,2577.072594,3.44E-09,8.16E-09,16.18390048,16.15880202
6.09E-08,2232.080542,0.0128289,4.59E-05,16.61679641,16.86738009
5.92E-08,6712.469526,7.62E-10,1.18E-08,17.24005747,17.36155731
7.75E-08,330.1254385,6.99E-08,0.023269073,17.50448323,17.43089022
4.03E-08,3906.80342,0.011891358,1.43E-06,17.80962726,17.76966779
9.96E-08,4506.56883,1.86E-07,3.83E-08,18.24449967,18.0373853
5.24E-08,4762.816775,0.000238309,0.002098802,18.31106511,17.99949018
6.90E-08,5286.022566,4.80E-09,8.69E-06,18.78395259,18.25363632
1.05E-07,3694.022282,6.67E-09,8.41E-08,19.15318896,19.19031578
3.18E-09,181.6468102,0.024361249,0.010116544,19.42248493,19.60058262
6.54E-09,2297.798567,0.015751948,0.005881155,19.60908948,19.19730289
1.33E-09,2750.835651,0.011036776,0.00727343,19.74146774,19.12741577
6.10E-08,3425.551993,8.43E-09,0.002523045,19.8994215,19.31489291
7.81E-08,2608.304027,7.85E-09,0.001397143,20.05501421,19.39339363
2.18E-08,3647.813412,5.15E-09,0.006082321,20.10088787,19.41929079
2.62E-08,261.641602,0.020891456,7.42E-05,20.27186566,19.62921718
8.45E-08,426.8519059,0.008086742,8.62E-09,20.50148426,20.11788536
3.34E-08,4830.509162,1.23E-08,2.04E-08,21.02778707,20.39632285
2.80E-09,4995.364125,1.24E-08,0.000936925,20.79766746,20.52874738
2.73E-08,2175.076815,0.002397949,0.005733417,20.97765342,20.3642841
2.77E-08,492.5345166,0.015396227,6.49E-09,21.04405073,19.89605617
4.41E-08,2657.777065,1.39E-06,3.85E-08,21.06064166,19.48697993
1.08E-08,431.7117561,0.015514349,7.90E-09,20.93713327,19.38728101
3.70E-08,3065.78972,1.12E-08,1.22E-08,21.3793526,19.33456867
2.00E-08,456.3200666,0.011042445,0.000113632,20.85659177,19.54801686
2.44E-08,3289.23002,2.93E-05,2.95E-06,21.45725868,20.09992017
4.21E-09,1493.015581,0.003393263,0.00423705,20.99037258,20.64353481
4.96E-08,1816.784069,7.09E-09,9.98E-09,21.59178839,20.37992135
4.32E-10,552.376049,0.01086253,0.0006911,21.02546009,19.41422469
2.96E-09,840.3150827,0.006365352,0.002081084,20.9123038,19.03744317
2.62E-08,1602.163318,5.47E-09,2.02E-05,20.94859117,19.51482413
1.55E-08,48.74850182,0.009573485,6.49E-09,20.92336402,20.13052759
3.67E-08,2.014653206,0.005783353,0,21.04721923,20.71461912
8.82E-09,3396.770624,6.31E-09,1.26E-09,22.04908952,21.16958702
3.31E-09,2070.211256,6.24E-09,0.001742482,21.28291333,21.62998373
4.95E-08,665.5866842,1.34E-08,7.50E-09,21.65110482,21.86853639
2.46E-08,824.2262438,0.001535906,0.002100959,21.63907981,21.64181385
8.61E-09,2270.624936,3.51E-08,9.49E-08,21.77341047,21.61732636
8.23E-09,3052.131163,2.01E-08,4.64E-09,22.54802471,22.51730936
2.47E-08,506.7427553,0.005106985,0.00078654,22.27486238,23.66021186
1.20E-08,679.0263963,0.006149361,0.001634791,22.56174161,23.94358899
3.22E-11,3566.137035,8.99E-09,1.25E-06,23.18516773,24.22286576
3.39E-08,710.449304,0.000414346,0.003815688,23.23895506,24.6495335
3.92E-08,3116.190677,1.55E-09,4.86E-09,25.22378753,25.00548221
1.24E-08,4414.021183,1.46E-09,6.25E-06,25.05402626,25.58778994
4.99E-09,2174.858645,0.004261981,7.90E-09,24.20551622,26.47686509
8.69E-09,1247.191653,0.008467186,1.11E-08,24.76356547,27.47633123
1.44E-08,621.7946199,1.32E-09,0.009610534,25.65070703,28.10712624
3.71E-08,4502.169953,2.11E-08,9.50E-08,27.83822865,28.44772874
9.97E-09,634.6834177,5.11E-11,0.010895987,26.89391719,29.02586864
1.43E-08,1080.128972,1.04E-08,0.00987893,27.31872701,30.1195311
1.32E-08,2521.271212,0.005825006,9.14E-10,27.45690074,31.11028014
1.00E-07,323.8480995,1.27E-08,9.87E-09,30.71525886,31.51385012
2.09E-09,1867.2219,3.42E-09,0.011298626,29.2862483,31.63224136
1.19E-08,5746.886857,1.03E-08,1.80E-09,29.26593714,31.62000947
1.58E-08,3108.256327,1.13E-08,0.007504974,29.89400633,33.33573073
4.50E-09,2059.407762,9.08E-09,0.011960923,31.66107909,35.99151516
2.00E-08,119.7194841,5.10E-09,0.012932544,33.73499784,37.47255703
5.31E-08,7989.88183,2.98E-08,4.18E-09,36.41531099,38.37005338
3.29E-08,4103.418899,0.002933455,5.12E-09,33.4375897,38.70686448
1.09E-08,3701.944156,8.50E-10,0.011532333,35.35992992,39.01099065
4.00E-08,493.3472919,1.28E-08,0.011391004,37.58581377,38.7143017
3.90E-09,6676.118766,2.65E-09,0.010301178,36.1666674,38.86254673
4.06E-08,94.90902394,6.90E-09,0.011693976,39.58439583,39.60907065
2.18E-08,1126.028567,1.03E-08,0.013090603,40.62895558,40.97253277
8.41E-09,5758.133416,1.08E-08,0.011757853,39.41133765,42.02619894
5.17E-08,632.9912015,1.01E-08,0.010280933,42.31399784,42.87234398
5.35E-08,2512.687184,0.00629788,8.35E-09,40.84132994,43.18939955
0,0,0,2.97156562,NaN,15.85185737
-9.68E-09,-466.5956404,-0.013847565,3.88E-09,15.66987791,15.63212135
2.88E-10,12.86829722,5.76E-05,0.000972175,15.7930127,15.86831465
1.21E-08,555.2937351,0.000845122,0.002681286,15.94577441,16.00675304
2.70E-08,762.2162186,0.000520955,8.87E-05,16.03849562,16.05360134
8.63E-09,1118.186299,0.003787014,5.10E-05,16.17804527,16.23106495
1.43E-08,549.9522006,0.000187765,0.011073617,16.47177089,16.68424601
7.67E-08,1223.319213,0.001033676,0.000806789,16.83390641,17.12129305
8.95E-08,2166.895563,1.11E-08,7.87E-09,17.22455365,17.03696406
4.47E-08,627.1368597,0.000951789,0.006138166,17.01924471,16.64558516
