Kb,Ki,Kc,Ks,y_pred,y
1.31E-08,1454.766746,0.001808253,0.003369831,16.9926446,16.62487694
3.50E-08,2383.436292,7.63E-09,1.04E-08,17.31068219,17.20803643
2.03E-08,310.9015851,0.002140465,0.009296266,17.39975241,17.63099742
3.86E-08,1243.237823,0.002376943,0.000720561,17.51736641,17.44295767
8.54E-09,1345.558744,0.002400912,0.003792807,17.51275993,17.07766571
1.00E-09,0.858060449,0.01437953,0.001062336,17.68949175,17.80300502
2.87E-08,3215.747142,8.09E-09,9.00E-10,18.31813566,18.43935793
1.52E-08,2237.164683,0.002599523,6.11E-05,18.17540029,18.40286053
5.38E-08,2200.29496,4.69E-09,1.34E-08,18.67272504,18.13497479
4.22E-08,2570.0973,1.12E-09,1.41E-08,18.81422249,18.42001134
6.11E-08,1857.689584,1.72E-09,1.01E-08,19.02995564,18.82336103
3.07E-08,3094.651102,4.38E-09,3.95E-10,19.2218719,19.10599893
6.19E-08,2147.727656,6.76E-10,1.26E-08,19.58333956,18.95343765
8.17E-09,2808.514825,0.0012524,3.63E-05,19.13916378,19.04619188
3.18E-08,600.0710828,6.92E-05,0.008240177,19.47188642,19.88768505
3.38E-08,3173.201017,8.05E-09,1.27E-08,20.14788931,20.80968948
4.35E-08,3581.202353,2.90E-09,9.85E-09,20.85506964,21.12703059
4.26E-08,235.1351642,5.32E-09,0.010190076,20.61980772,21.03106753
4.82E-08,2458.999082,5.33E-09,5.07E-09,20.8773311,21.3055207
3.16E-08,1288.123893,1.34E-08,0.008677887,21.17227783,21.62662459
2.05E-09,136.9631067,4.54E-09,0.015996689,21.65916898,21.49605751
7.23E-09,89.95794918,1.33E-08,0.015288278,21.86200952,21.40016903
4.59E-08,2717.880124,1.15E-08,1.35E-08,21.93613072,21.65376153
6.83E-08,118.5463729,3.68E-09,0.006754887,22.22557339,22.15727617
3.42E-08,4400.845641,4.04E-09,7.02E-08,23.102842,23.04020394
2.19E-08,4013.747141,4.63E-07,1.13E-08,22.74417058,24.1550256
3.17E-09,15.29392527,7.45E-09,0.016426733,23.88098852,25.03619995
4.53E-08,1905.007815,1.29E-09,0.006859112,24.10211898,26.7920377
7.52E-09,5277.030932,0.002558473,1.09E-08,24.65778937,28.72276183
4.01E-08,3356.219608,0.004637776,3.41E-09,25.69312737,28.91295426
1.33E-09,513.1145602,1.43E-08,0.018427838,27.52164806,29.01082166
5.30E-08,2398.660387,1.04E-09,0.008734573,27.39678662,29.17500207
9.28E-08,2411.107081,1.00E-08,1.03E-08,28.51263421,29.93175488
1.01E-07,911.8641625,9.06E-09,0.005043949,29.45441552,31.21918543
5.43E-08,7296.552958,2.61E-08,1.09E-08,30.58636089,32.42743279
3.09E-08,3140.269842,1.41E-08,0.013658119,30.98336985,33.08798152
1.37E-08,1261.41311,6.97E-10,0.017874198,32.73895669,33.05377239
3.19E-08,3765.705965,1.28E-08,0.012856991,32.21066815,32.07330867
4.93E-08,3234.962183,5.00E-09,0.010681278,32.75875422,32.41797436
3.37E-08,5501.814908,0.005931381,1.25E-08,32.75395911,33.21192562
4.06E-08,4096.12096,0.008512181,1.13E-09,33.5697208,34.35677455
9.13E-09,1218.630383,6.86E-09,0.01747285,36.0815134,35.65440889
6.69E-08,334.287178,1.61E-11,0.012454811,36.90404437,37.27179156
2.85E-08,8350.674117,0.002741021,1.10E-08,35.5454627,38.67105795
1.12E-08,933.6883808,1.16E-08,0.017683045,39.70055504,39.75986516
7.51E-08,6949.639071,1.15E-08,1.04E-08,39.96161963,40.03636268
0,0,0,3.217859125,NaN,27.96528414
2.36E-09,265.805628,0.004405879,0.01243622,28.23510812,28.23521411
5.77E-08,746.0215288,0.010719859,0.010022362,28.89934599,28.97397033
1.13E-07,1096.856526,4.45E-08,0.032073728,30.31081597,30.63360629
2.47E-07,5272.714081,0.008020269,1.00E-05,32.33705334,32.95636921
4.54E-10,14372.14364,0.02454371,2.07E-10,34.56566007,35.27923244
2.52E-08,4704.391149,1.35E-09,0.060586322,36.79730243,36.83357479
6.15E-08,9570.905902,0.010998628,0.028001597,38.19206344,37.9143944
2.10E-08,957.8724853,0.075256993,0.009111357,39.88531732,39.43602673
1.39E-07,14833.65516,1.80E-09,2.73E-05,41.64636934,40.7867155
1.04E-08,1.386151999,0.072721088,0.010600397,42.8136267,41.85158457
5.76E-08,3159.544237,0.049007476,0.004038505,43.91180912,42.37010936
4.06E-08,6308.47379,0.024056011,0.012590468,44.71925809,42.89262017
8.87E-08,8718.435411,1.19E-07,0.014300366,45.36238773,43.26322495
1.03E-07,11067.18472,9.99E-08,2.31E-07,46.64390145,44.00726367
9.00E-09,12140.405,9.51E-09,0.012414487,46.65339835,45.13038853
5.97E-08,13482.4504,1.03E-08,1.94E-06,48.87432799,47.03092135
5.23E-08,13213.30336,1.08E-08,9.04E-09,49.78106997,48.31850279
7.64E-09,7586.136684,0.00848638,0.015064286,50.17559246,49.29234728
3.79E-08,130.8726526,0.050173091,5.57E-09,51.61625432,49.95425573
3.92E-08,7619.78106,0.001355712,0.014195362,52.15645722,50.7730804
5.74E-08,548.5687335,0.040450392,5.86E-08,53.62364168,51.58794333
5.50E-09,1040.599395,0.04524693,2.02E-05,54.52928732,52.39939092
4.96E-08,12065.70079,8.47E-09,2.77E-05,56.25133026,53.22122989
2.64E-08,1453.121773,0.035815081,0.0006307,56.40135093,54.06191922
5.26E-08,10926.60706,3.72E-08,2.59E-06,57.98013736,54.64670595
1.73E-08,93.05999357,0.044164439,6.55E-09,58.05675736,55.17962385
0,0,0,3.435290865,NaN,55.4376267
2.28E-08,459.6651805,0.000576267,0.002021615,55.69563718,55.69574555
6.40E-09,65.00902925,0.000580605,0.005301581,55.87028047,55.85290577
2.24E-09,164.4640277,0.000747902,0.003421396,55.9551595,55.90150143
-1.47E-09,-240.4436867,-0.000478163,4.30E-05,55.46643717,55.03443566
-7.49E-08,-1600.9768,-1.34E-08,0.008663514,54.3320149,53.34142888
-5.24E-08,-1223.45683,-2.54E-09,0.00010122,53.60644818,53.14218732
-2.27E-09,-21.50961039,-0.009048208,4.20E-10,53.81682098,53.45157574
-5.10E-09,-92.05487583,-0.00642252,1.13E-08,53.7795361,53.8458839
-4.83E-09,-23.07209308,-0.003949119,2.78E-09,54.00122413,54.3451255
8.67E-09,315.1915804,1.25E-08,6.52E-09,55.19223252,56.04745187
1.29E-09,206.5846612,6.50E-09,1.25E-08,55.16718764,57.30510885
1.24E-09,1294.533944,1.41E-08,6.33E-09,56.47875893,58.45378392
0,0,0,3.453726465,NaN,59.48147504
8.14E-08,1449.718484,0.005307511,0.001195314,60.36235006,60.36364916
2.77E-08,756.1860399,0.011024547,0.00493224,61.0537858,61.01364043
6.25E-11,237.140214,0.015003702,0.004460492,61.5307532,61.40845613
1.35E-08,287.0794389,0.010298954,0.00276267,61.82374821,61.58720263
0,0,0,3.366696722,NaN,43.51560176
-1.19E-07,-823.1391511,-0.033486118,1.21E-09,42.16797654,42.07128833
-7.68E-08,-2677.516383,-0.015886719,0.019333232,42.17602126,42.4799466
1.73E-08,1305.042391,0.000903201,0.006351039,43.75969921,44.64421888
6.58E-09,754.2303699,1.54E-08,0.029514463,45.46863058,46.19248228
5.43E-08,4157.281708,0.009580326,1.25E-08,46.75923002,47.17414789
2.15E-08,274.8398285,1.78E-07,0.031313282,47.66706396,47.38062585
1.15E-07,1817.72626,0.003134727,0.001587206,48.02014795,47.28490303
2.17E-08,26.56985561,0.021796845,0.007295838,48.56791475,48.06646494
1.05E-07,2527.823598,7.48E-09,1.49E-06,49.37110351,49.22016073
4.20E-08,5291.684231,1.07E-08,1.09E-08,50.5166641,51.03062183
2.78E-08,1658.968535,1.29E-08,0.021382644,51.99776189,53.04573494
5.36E-09,2727.442377,1.19E-08,0.02303321,53.59212454,54.82765069
6.25E-08,6863.633577,1.09E-08,2.93E-09,55.60448769,56.53723989
1.32E-08,709.7860845,6.00E-09,0.030256939,57.34311954,57.85182434
1.03E-07,5978.976073,6.43E-07,3.11E-09,59.20463075,58.40893474
6.14E-08,1604.257445,1.43E-08,0.020541174,59.56944037,58.66834936
7.97E-09,344.6696952,0.017574974,0.017422767,60.44606327,58.69008152
3.06E-08,145.1980829,0.031456611,0.002876287,60.89166204,58.82004912
2.71E-08,2684.866564,0.014193188,0.005319873,61.39156322,58.95854113
4.52E-08,986.8843275,0.023016136,0.000277323,62.02695885,59.41916565
1.02E-07,3340.288552,1.31E-08,4.60E-09,63.21534372,59.78978116
5.79E-08,300.5919329,0.02176814,6.17E-05,62.99039218,59.95257544
1.84E-08,660.2745512,0.025493949,7.45E-07,63.35732391,60.28185903
7.72E-08,4075.475499,6.18E-09,2.12E-08,65.15943362,60.51069272
1.44E-08,16.68551549,0.025155114,0.001806714,63.94030448,60.50658491
7.49E-08,3830.929755,3.35E-09,4.72E-09,66.25687328,60.36149426
6.19E-09,644.5281111,0.022181893,1.82E-08,64.38042264,60.05361989
5.87E-08,4169.734272,4.31E-09,9.54E-10,66.75750213,60.03991586
1.42E-09,779.9243332,0.019317866,0.000385305,64.60624013,60.48617713
3.72E-08,2364.257052,6.21E-05,0.004592444,64.62390192,60.78186875
1.35E-08,293.285384,0.018483163,6.12E-06,64.89614316,60.85298682
0,0,0,3.386348142,NaN,46.50434233
4.87E-10,25.87387713,0.001653804,0.00167521,46.5875045,46.58722841
9.98E-09,1376.248923,0.000631574,0.001966841,47.01382774,47.08234796
5.12E-08,2901.599968,8.39E-07,3.21E-08,47.98469731,48.11086066
2.00E-08,849.2036562,2.00E-07,0.020127714,48.93980748,49.24278411
2.32E-08,3445.294681,0.010282754,1.03E-08,50.05837045,50.40090959
3.32E-08,796.4268195,7.84E-09,0.021875253,50.97085129,50.94158788
2.18E-08,1147.382385,0.005769619,0.015086142,51.58953057,51.26736894
8.53E-08,3063.758826,6.26E-09,1.02E-08,52.32999914,51.3150467
8.12E-09,2415.498802,0.003959808,0.007427199,52.26473661,51.4717487
5.54E-08,2524.151399,1.82E-08,0.000279312,52.61699301,51.87162953
6.44E-08,934.7152678,0.004291103,0.001766719,53.02740332,52.47000405
3.55E-08,365.9316481,0.013882005,7.53E-05,53.49807533,53.16045786
1.49E-08,2436.033898,7.81E-05,0.005744566,53.88094324,53.42197233
1.19E-08,499.4641339,0.015707594,6.33E-05,54.29856045,53.68364819
2.36E-08,312.4542293,0.013700025,3.76E-05,54.57312804,53.63108843
6.63E-09,3010.57941,8.23E-09,0.00151212,54.73892846,53.6969559
3.06E-08,1750.115782,0.000149976,0.003381202,55.27268041,55.24862115
6.11E-08,2499.57882,1.06E-09,1.36E-08,57.38899292,56.55664034
4.38E-08,3098.848212,1.20E-08,1.21E-08,57.87316025,56.78459541
0,0,0,3.145645083,NaN,23.27084355
1.19E-08,525.4226509,0.000201687,0.049837564,23.97154585,23.97130825
6.89E-08,526.502386,0.011582065,0.015069678,24.35500858,24.29243679
2.82E-08,362.8542312,0.019301543,0.002507264,24.49391435,24.33592041
2.63E-10,2245.939259,0.000613072,0.005713774,24.48988075,24.25913365
2.22E-08,34.6199152,0.010764055,0.000852565,24.57225371,24.43411242
3.78E-08,2190.686823,1.40E-09,5.02E-09,24.87750891,24.66586693
3.91E-08,1314.53849,6.68E-06,0.000254411,24.89506563,24.87637845
3.87E-08,1195.535361,2.75E-05,0.0004189,25.04304048,24.99003089
5.18E-08,1767.215605,6.12E-09,1.25E-08,25.5003812,25.14814865
2.60E-08,2974.766176,5.57E-08,2.53E-08,25.86278474,25.84462863
9.74E-09,811.3663649,8.20E-05,0.012585862,26.15516583,27.03577749
2.75E-08,4535.356726,6.04E-07,4.14E-09,27.22405032,27.99740368
2.06E-08,1303.094082,6.70E-09,0.015378419,27.63912526,28.5746514
5.77E-09,1348.918695,5.94E-09,0.019465701,28.41477837,29.2172728
4.68E-08,2429.611414,0.009075559,8.10E-09,28.92929209,29.50377958
0,0,0,3.11653612,NaN,21.70738064
3.28E-08,232.793261,0.03785229,0.034848606,22.62524353,22.62508268
1.44E-07,2485.681031,0.028236347,0.015033432,23.61401927,23.61840832
1.98E-08,729.005783,0.045089143,0.008443289,24.01268145,23.77303723
1.44E-07,1.796557584,0.01289838,1.49E-08,23.93211745,23.40236264
8.76E-08,388.2311969,0.007836208,1.92E-05,23.82975195,23.3347594
7.27E-08,2505.669633,7.24E-08,2.67E-07,24.13550749,23.75536733
2.74E-08,214.8950996,0.012727915,0.000558426,24.05732514,23.83126036
4.60E-09,2.080249108,0.014166344,9.25E-05,24.00047798,23.53743797
1.64E-08,2418.66301,3.25E-08,2.25E-07,24.17082806,23.413961
3.95E-09,2978.339321,1.35E-08,2.51E-08,24.36753363,23.94202181
1.46E-08,3400.755771,1.11E-08,7.25E-09,24.81533933,24.39041617
1.22E-08,2714.35051,1.00E-09,2.10E-06,24.74191823,24.43849115
7.71E-10,2733.984297,9.26E-09,6.18E-09,24.75874949,24.49222564
1.19E-08,0.230160236,0.009711729,0.000116125,24.66651918,24.64462512
4.58E-09,2694.037252,1.01E-09,1.80E-09,25.10301517,24.54565405
1.22E-09,190.5660045,0.008728074,0.000419493,24.77347155,24.36348535
3.40E-08,1192.764205,6.46E-09,1.29E-08,25.11431639,24.39109809
4.13E-09,2657.949118,4.71E-09,1.24E-08,25.48021203,25.00811527
7.09E-09,2863.217085,2.65E-09,7.82E-09,25.8192618,25.38156619
2.15E-08,2108.538378,7.86E-09,5.94E-09,25.86477157,25.31899571
7.86E-09,49.84413767,0.008381264,4.76E-05,25.3560246,25.16673662
2.14E-08,2119.567281,1.20E-08,4.95E-09,26.16425807,25.26932358
2.04E-09,328.6076819,0.006992103,0.000539497,25.56225853,25.49021479
2.52E-09,2425.543931,1.01E-08,8.17E-09,26.16969436,25.63341547
6.00E-09,2417.623043,5.04E-09,5.31E-09,26.40607191,25.84537467
0,0,0,3.103419418,NaN,21.05391455
1.78E-09,210.1754596,0.002240199,0.007025214,21.17045899,21.17069573
1.03E-08,1449.86738,0.002602758,0.001665344,21.34978621,21.36168785
3.50E-09,603.5004305,0.006683618,0.005500399,21.55480577,21.57554705
3.79E-10,203.9886101,0.006896732,0.008289563,21.74369772,21.74873266
7.30E-08,2463.137892,5.47E-09,1.33E-08,22.27983304,22.34632785
1.17E-07,2339.980607,6.54E-08,1.22E-08,22.89876926,22.97142259
9.76E-08,2063.493936,0.000263187,5.66E-05,23.10033479,23.21938022
9.52E-08,2109.54002,8.76E-08,2.28E-08,23.40557965,23.23988414
1.10E-07,2412.190361,4.67E-09,0,23.97809235,23.60181624
4.52E-08,4710.92107,4.33E-09,5.99E-09,24.33416803,24.3081856
4.89E-08,5169.60524,8.30E-09,1.11E-05,24.94085551,24.97280575
1.43E-07,625.7363603,0.000472517,0.000306501,25.10404662,25.15546671
6.42E-08,4145.703267,1.46E-08,3.28E-08,25.58222894,24.75364046
1.25E-08,1232.573036,0.015188113,0.002777657,25.36865149,24.60881195
8.88E-08,2279.167122,9.40E-09,1.49E-08,25.85388732,24.89320007
4.33E-08,405.7423136,0.015462826,7.44E-05,25.84714323,25.80517451
4.52E-09,4927.918144,4.76E-05,0.000729999,26.23206843,26.79717418
9.62E-08,2559.248057,1.23E-08,1.47E-08,27.39783102,27.16956138
9.12E-08,2834.541548,2.52E-08,1.22E-08,27.84308854,27.11037283
5.99E-09,435.3419719,0.01545883,0.007325277,27.56040201,27.56622663
2.62E-08,115.4693342,0.011131339,0.009441575,28.02498721,28.13626189
7.52E-08,2469.112528,7.93E-05,3.97E-05,28.44286027,28.67187002
3.21E-08,5179.160191,8.11E-08,4.09E-07,29.20959582,29.08604783
5.83E-08,1804.188559,0.006903875,7.37E-05,29.30223375,29.28597927
0,0,0,3.134122738,NaN,22.63237631
4.54E-08,3.281602919,0.001729787,0.041909001,23.26260075,23.26293775
4.04E-08,8344.341357,0.001812692,0.017500344,24.25812099,24.3264503
1.64E-07,6717.222231,0.000947202,9.46E-05,25.05073535,25.01147577
1.66E-07,4336.220829,4.47E-09,3.38E-05,25.36515623,24.86681807
9.06E-08,4635.949408,2.18E-09,1.31E-09,25.43631372,24.7511121
1.35E-07,1877.120854,2.86E-08,6.48E-09,25.5909235,25.03931903
7.33E-08,826.5199971,0.008972693,0.000461578,25.59120102,25.28382588
4.02E-09,4104.612819,4.94E-09,0.00182235,25.74944145,25.45929128
6.49E-09,4996.523196,6.12E-09,7.52E-09,26.23024214,25.9680008
1.99E-08,4431.864521,7.14E-09,8.41E-10,26.53297077,26.26997284
1.62E-08,0.170145929,0.020450834,8.31E-06,26.58248241,26.44197548
9.43E-08,1656.939383,6.65E-09,1.36E-08,27.17771193,26.78167465
3.54E-09,4930.352758,2.81E-09,5.13E-09,27.43618091,27.29295055
4.41E-08,2421.689905,1.95E-05,0.002189344,27.54161819,27.61369571
5.05E-08,36.47784244,0.007489986,0.006742971,28.00896566,28.29460865
3.79E-09,829.0634256,2.98E-05,0.017506938,28.58622618,29.09293404
7.72E-09,0.653397754,3.79E-05,0.020092447,29.17925581,29.46739025
3.67E-08,4532.821287,3.05E-09,5.40E-09,29.81599999,29.5464819
0,0,0,3.173676123,NaN,24.94169791
3.52E-08,4594.80016,0.000638156,0.02044858,25.62268598,25.62318763
1.86E-07,2918.757223,0.009862164,3.36E-05,26.46812758,26.49416953
2.48E-09,780.7179792,0.024392994,0.021988973,27.05776049,26.96524165
1.58E-07,2947.416054,0.002097029,0.003555893,27.71332874,27.6618888
3.52E-08,70.33352311,0.037831638,0.001687493,28.18235339,27.97687904
7.80E-08,5661.227412,1.25E-08,2.56E-08,28.69165758,28.21630732
8.72E-08,4567.427981,0.000101585,4.21E-08,29.02409232,28.39512838
5.23E-08,5999.50959,6.89E-09,6.25E-10,29.58290924,29.19026736
1.07E-08,2685.190432,0.011165333,0.008843233,29.92023237,30.11646864
4.51E-08,4515.977228,4.38E-07,0.003900541,30.35906779,30.17757213
0,0,0,3.208882551,NaN,27.30803344
8.89E-08,433.1745075,0.005147552,0.008694761,27.75155739,27.75159708
5.68E-09,0.505933911,0.012647003,0.017376125,28.19781723,28.19561432
1.52E-08,62.02557386,6.67E-05,0.031127796,28.82825925,28.88669955
2.95E-08,5295.6422,0.011429139,3.34E-08,29.77879357,30.04631618
3.10E-08,5851.313337,0.01449083,3.76E-07,30.82276,31.10833044
1.23E-07,489.5881424,1.47E-09,0.028041053,31.99238379,32.19935727
1.11E-07,6814.14634,6.54E-09,1.34E-07,32.87998684,32.9339709
1.29E-07,7057.664753,3.42E-09,6.72E-09,34.03696142,33.26254396
8.55E-08,7818.533266,3.23E-09,5.52E-09,34.55359196,33.87833685
1.34E-08,8149.570704,0.000883437,0.007511117,34.95425798,34.82657779
1.54E-08,7021.255261,0.000940868,0.011681907,35.72263171,35.54750911
9.16E-08,981.1591463,0.025516944,6.26E-05,36.55512759,36.02677601
6.28E-09,16.812615,0.039258569,0.004554494,37.01762933,36.02414717
0,0,0,3.294749903,NaN,34.71510434
-2.17E-08,-507.6530374,-0.001232305,1.324531764,34.50566479,34.50452996
1.07E-10,87.32438284,0.00010111,0.002933272,34.74809428,34.83788662
3.88E-09,313.9616532,0.004958819,0.002413481,35.07055211,35.18193509
0,0,0,3.28764864,NaN,33.99446643
5.80E-08,434.8357871,0.015550793,0.016553139,34.77752513,34.77741443
9.09E-08,5996.563527,0.001132603,0.005827015,35.91753873,35.98272326
2.31E-07,2806.26217,0.005769516,7.16E-05,37.29193368,37.41132268
2.37E-08,1074.994543,9.65E-05,0.047625684,38.59966895,38.57732914
7.87E-08,1435.248384,0.031755505,0.006840683,39.58372217,39.37174675
1.13E-07,1385.452589,0.027368002,6.80E-05,40.36723196,39.88330858
5.94E-08,4704.290808,0.003843106,0.013243261,41.22237532,40.90954769
9.10E-08,2926.450568,0.013367917,0.005802107,42.25983893,42.09399909
1.12E-07,6453.594353,1.28E-08,2.06E-07,43.5582542,42.80049838
5.36E-08,1077.410942,0.03183581,8.85E-05,43.88766065,43.12931904
0,0,0,3.326141877,NaN,38.19242397
1.45E-07,5111.601224,0.005462106,0.016896745,39.7068044,39.70695423
3.45E-08,6913.211842,0.00012487,0.045276101,41.76123016,41.85158594
8.61E-08,1497.84762,0.032953299,0.030800383,43.71661143,43.69014175
2.12E-07,7640.053177,1.14E-07,0.004279829,45.38701725,45.17320348
2.76E-07,5466.594666,4.12E-09,9.57E-09,47.06264188,46.12780753
3.02E-08,6468.056947,0.008945576,0.01836097,47.50624023,46.58256628
1.72E-07,3485.474666,3.64E-05,0.005391969,48.01492874,46.50189661
1.03E-07,346.4426281,0.029514664,2.73E-07,48.47237382,47.10169807
6.74E-08,6872.456911,3.54E-08,6.32E-09,49.08847429,46.64676156
0,0,0,3.346834801,NaN,40.77834817
5.60E-09,169.2673666,0.000197957,0.000230867,40.82738647,40.82747169
5.52E-09,749.5179714,0.001925845,0.00096025,41.0764588,41.11646708
0,0,0,3.355162308,NaN,41.89364041
1.11E-07,3734.829676,0.003766353,0.00188519,42.88588858,42.88571423
4.52E-08,1105.966005,0.026739209,0.007995221,44.00592261,44.02602674
1.45E-07,5754.46672,7.21E-09,2.41E-08,45.4777231,45.35650598
7.78E-08,126.7207163,3.42E-09,0.037383253,46.83236513,46.95417901
1.81E-07,5352.725067,4.39E-07,2.71E-05,48.52768542,48.10957113
2.06E-08,5556.559174,0.002537832,0.018558872,49.2826407,49.11304324
1.94E-07,3249.889313,4.58E-09,1.26E-08,50.58971833,49.45487017
0,0,0,3.362601503,NaN,42.9291155
3.17E-08,1028.82914,0.001082382,0.000257842,43.20666838,43.20666744
1.27E-07,5979.559401,3.21E-07,1.55E-07,45.030657,45.21857317
1.25E-07,4407.825791,9.08E-08,0,45.76260516,45.35008856
0,0,0,3.342197877,NaN,40.17653027
2.52E-08,577.0420583,0.001168029,0.000322205,40.36335809,40.36370441
2.94E-08,3344.897423,0.002407864,0.00328358,41.25799511,41.40014276
2.04E-08,202.1195385,1.15E-07,0.037209166,42.67068539,42.94477614
1.14E-07,5972.552382,1.16E-08,0,44.00274284,43.73981291
2.38E-08,4439.150983,0.009353566,0.005991689,44.54404673,44.41082277
0,0,0,3.356612318,NaN,42.09250922
8.36E-10,55.79916812,0.010474135,0.011818807,42.58338742,42.58311326
4.41E-08,2203.079454,0.014674241,0.000114892,43.5229063,43.60841186
3.31E-10,37.71515386,5.52E-07,0.038166911,44.68921896,44.81531702
1.46E-07,3650.241103,0.003380838,7.67E-09,46.1987862,46.53697714
1.27E-07,4445.525479,0.008493678,7.74E-08,47.90859038,48.31907054
1.88E-07,4770.939157,2.88E-09,1.15E-09,49.68811442,49.3723221
1.27E-07,108.5290987,0.025175903,0.005155051,50.47480748,50.05430826
1.70E-08,4698.720887,0.006549552,0.014573558,51.10388404,50.12617252
0,0,0,3.331511518,NaN,38.83929248
2.00E-08,639.7111636,0.004888391,0.000884458,39.09270467,39.09234401
3.65E-08,698.2308305,0.000578654,9.95E-05,39.28571761,39.27320983
5.10E-08,1141.59366,5.53E-09,1.00E-08,39.64690468,39.54207832
5.83E-08,3614.436039,0.001874442,1.82E-06,41.0342915,41.85468935
8.90E-08,6141.31009,1.29E-08,5.49E-08,42.85670746,43.22603478
8.22E-08,5548.25441,4.39E-09,1.43E-07,43.56569056,43.34869457
0,0,0,2.53953969,NaN,7.71450649
2.15E-08,529.6358454,0.000432079,0.000202641,7.743308839,7.743265765
7.81E-08,2092.434905,1.42E-08,1.18E-08,7.878621244,7.873815948
-1.59E-08,-0.029619286,-0.01382392,0.000514834,7.60517064,7.461021686
-1.43E-07,-1679.369972,-0.000280601,8.19E-05,7.344172393,7.200863931
-8.71E-08,-821.5192346,-0.012356314,0.001200842,7.264491539,7.307533959
-2.10E-08,-193.177477,-0.016572242,9.26E-09,7.273346332,7.276386298
-1.03E-08,-60.43594419,-0.023549389,1.78E-07,7.117422237,7.015706044
-3.93E-08,-382.4835591,-0.018490393,0.000130505,7.008975558,7.075403864
-1.90E-08,-132.9904952,-0.005370918,6.76E-09,7.262579099,7.508480274
7.90E-11,42.28541764,5.84E-09,1.95E-09,7.451962771,7.73935269
-2.52E-09,-96.19687665,-0.000564306,4.32E-09,7.435520276,7.688221979
-2.88E-08,-14.26135713,-0.008059704,0.007612211,7.342352415,7.317694607
-4.06E-08,-1191.951266,-0.011125432,0.016049248,7.294618685,7.132069105
-3.72E-08,-943.107572,-0.008119245,0.011955569,7.264107295,7.25521834
-5.49E-09,-398.6801688,-0.005665115,0.003075673,7.258429202,7.370009078
-2.25E-08,-726.1146614,-0.005492057,0.007812538,7.272298835,7.359900733
-5.42E-08,-694.7246682,-0.009885354,0.014702308,7.228704432,7.050334884
-5.61E-09,-293.2284146,-0.006136741,0.002787137,7.188794386,7.216376529
-2.08E-09,-0.246909627,-0.000812265,1.47E-08,7.356835726,7.651600305
-9.21E-09,-498.5932775,-0.003138481,0.004193071,7.286880661,7.462453626
-1.90E-08,-18.47702166,-0.003571443,0.003974814,7.294687433,7.413213874
2.19E-09,0.968994141,5.57E-09,0,7.440464395,7.937054954
1.04E-08,477.6470495,1.09E-08,6.17E-09,7.648754883,8.06397136
-3.99E-09,-101.6232761,-0.000772757,0.003330099,7.526945669,7.639756272
-1.28E-08,-409.6166393,-0.003154974,0.007977032,7.535039246,7.402069439
-1.25E-08,-1.663843663,-0.005040114,0.007132304,7.48354735,7.203135806
-2.16E-08,-596.9814928,-0.004003282,0.009574547,7.478760629,7.290761947
-6.43E-10,-9.670420705,-0.000577201,0.001190884,7.474055833,7.649697072
3.40E-10,2.068754045,2.72E-09,0.000815171,7.506721157,7.722820528
-5.98E-10,-157.2979314,-0.001453239,0.003245107,7.519752387,7.541318394
-5.54E-10,-26.59740514,-0.000916741,0.002131345,7.526794378,7.592619102
1.94E-09,39.42261227,3.39E-05,0.000789141,7.558053885,7.760785225
1.47E-09,75.57615348,5.29E-05,0.000969207,7.591053028,7.787525616
1.23E-09,9.84E-09,8.84E-10,0.001669138,7.616919679,7.768861744
1.68E-09,23.57576016,1.08E-08,0.001648363,7.641287346,7.754977134
-7.19E-11,-18.97902472,-0.000263949,0.002406913,7.652480906,7.676626362
-1.22E-09,-53.84399792,-0.000313652,0.002783004,7.660756332,7.656974645
6.57E-09,220.4516798,2.58E-07,7.69E-08,7.693541146,7.927876166
1.64E-09,468.8596474,1.01E-05,2.62E-08,7.756025955,8.243596801
2.54E-09,409.6094427,0.000624096,1.13E-05,7.816903286,8.292204758
1.25E-08,727.1787851,4.89E-09,2.38E-09,8.072721975,8.423212536
1.14E-08,269.9508107,0.000961718,1.43E-05,7.971250669,8.592261043
2.71E-08,862.2372699,8.68E-09,9.05E-09,8.450411322,8.676947865
2.25E-08,823.7154574,1.78E-09,1.45E-08,8.396577566,8.566024329
1.23E-08,913.6423928,1.27E-08,1.16E-08,8.305757658,8.69491316
3.59E-10,170.560317,1.33E-08,0.004997936,8.310847581,8.825712702
8.55E-10,210.5588466,1.07E-08,0.004900456,8.360422307,8.589030915
2.49E-09,179.0600496,4.55E-09,0.004721917,8.380907304,8.292194469
1.20E-09,9.832437441,5.63E-09,0.005491374,8.413004801,8.243333563
1.23E-08,416.1608926,0.001742451,1.26E-08,8.376453009,8.207206172
2.32E-09,1.055598244,3.01E-09,0.005183712,8.439530977,8.315466711
1.51E-08,560.394057,0.000457201,2.76E-09,8.429662682,8.491928522
3.14E-09,2.88E-05,2.88E-06,0.005084156,8.504095725,8.531060224
6.72E-09,340.5962701,3.16E-09,0.003074289,8.487252864,8.328394268
4.50E-09,24.23697522,3.86E-10,0.004568455,8.511061742,8.154443052
1.07E-09,306.7063815,5.42E-05,0.00372112,8.486976369,8.1714316
9.74E-10,28.68723064,1.22E-08,0.004915582,8.544063214,8.338097816
2.26E-09,331.2366506,3.21E-06,0.003341445,8.508515025,8.369735382
